hex_id,quarter,forecast_target_quarter,observation_count,intensity_lag_1_quarter,intensity_lag_2_quarters_sum,intensity_lag_4_quarters_sum,neighbor_intensity_lag_1_quarter,species_kernel_recent_intensity,predicted_intensity,hotspot_rank,hotspot_flag,habitat_context,forecast_horizon,environment_basis
hex_01117,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.060224350961081266,366,0,urban,next_quarter,realized
hex_01118,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.05800887764762075,404,0,urban,next_quarter,realized
hex_01119,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.02668842766352437,974,0,urban,next_quarter,realized
hex_01120,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.12388815384336473,0.06417049571811619,315,0,urban,next_quarter,realized
hex_01121,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.06351999890960233,324,0,urban,next_quarter,realized
hex_01122,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.1319722547426787,0.07150307723696006,236,0,urban,next_quarter,realized
hex_01123,2026-01-01,2026-03-01,0,1.0,1.0,1.0,0.0,0.1885423714439233,0.09158648317943195,101,1,urban,next_quarter,realized
hex_01124,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.11953107380568576,0.0798453852739165,171,0,urban,next_quarter,realized
hex_01125,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.050052202894920156,530,0,urban,next_quarter,realized
hex_01126,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.022028250834153208,1072,0,urban,next_quarter,realized
hex_01127,2026-01-01,2026-03-01,0,0.0,0.0,1.0,0.0,0.11953107380568578,0.033714137538350904,842,0,urban,next_quarter,realized
hex_01128,2026-01-01,2026-03-01,1,0.0,0.0,0.0,0.0,0.2828135571658851,0.04795986155628842,568,0,urban,next_quarter,realized
hex_01129,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.5,0.3333333333333332,0.06651604175850898,293,0,urban,next_quarter,realized
hex_01130,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.2390621476113715,0.04811914425944603,564,0,urban,next_quarter,realized
hex_01131,2026-01-01,2026-03-01,1,0.0,0.0,0.0,0.0,0.18854237144392322,0.07241699368181262,229,0,urban,next_quarter,realized
hex_01132,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.11953107380568578,0.07032131573108093,246,0,urban,next_quarter,realized
hex_01133,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.05311337931834094,480,0,urban,next_quarter,realized
hex_01134,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.054943577764356204,452,0,urban,next_quarter,realized
hex_01135,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.04921119635961695,547,0,urban,next_quarter,realized
hex_01136,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.018285091402719587,1132,0,urban,next_quarter,realized
hex_01137,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.05477683028680175,455,0,urban,next_quarter,realized
hex_01138,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.06416552014657284,316,0,urban,next_quarter,realized
hex_01139,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.11953107380568576,0.09075685402888613,111,1,urban,next_quarter,realized
hex_01140,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.5,0.11953107380568591,0.09432268684457296,87,1,urban,next_quarter,realized
hex_01141,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.059648918538771065,369,0,urban,next_quarter,realized
hex_01142,2026-01-01,2026-03-01,0,0.0,1.0,1.0,0.0,0.0,0.06395033709865443,320,0,urban,next_quarter,realized
hex_01143,2026-01-01,2026-03-01,0,0.0,0.0,1.0,0.0,0.0,0.04509704300604895,603,0,urban,next_quarter,realized
hex_01144,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.11953107380568591,0.025250818929094036,1001,0,urban,next_quarter,realized
hex_01145,2026-01-01,2026-03-01,0,0.0,0.0,1.0,0.0,0.23906214761137168,0.03756236084761433,759,0,urban,next_quarter,realized
hex_01146,2026-01-01,2026-03-01,0,1.0,1.0,1.0,0.0,0.30807344524960906,0.04601556238888769,595,0,urban,next_quarter,realized
hex_01147,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.4781242952227428,0.07967020295402528,172,0,urban,next_quarter,realized
hex_01148,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.23906214761137112,0.05629035966776125,436,0,urban,next_quarter,realized
hex_01149,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.05043596113424023,527,0,urban,next_quarter,realized
hex_01150,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.11953107380568559,0.07595450429690112,205,0,urban,next_quarter,realized
hex_01151,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.5,0.11953107380568541,0.059473679133514125,370,0,urban,next_quarter,realized
hex_01152,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.038419767004633856,734,0,urban,next_quarter,realized
hex_01153,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.02065277614978353,1095,0,urban,next_quarter,realized
